Subject,Predicate,Object
type level,contain,numeric-constraints
feature,have,feature attribute
uvl,support,variability model sharing
cross-tree constraints,support,! operator
type level,define,floor function
cross-tree constraints,contain,bracket
boolean level,have,feature name identifier
cross-tree constraints,denotedby,&
uvl,have,karlsruhe institute technology
feature tree section,contain,alternative relationship
type level,support,string equality
boolean level,be,language level hierarchy
uvl,denotedby,nmcardinalitie
type level,support,aggregate function numerical feature
cross-tree constraints,denotedby,|
group cardinality,be,minor language level
feature tree section,support,parent-child relationships
arithmetic level,support,less operator
language extension,support,uvl expressiveness
language extension,contain,feature-cardinality
boolean level,define,alternative relationship
feature attribute,denotedby,brace
cross-tree constraints,support,multi-model references
arithmetic level,support,constraint
uvl,have,optional relationship
uvl,support,group cardinality
language level declaration,denotedby,include
cross-tree constraints,denotedby,<=
feature tree section,support,decomposition
feature tree section,contain,integer feature
language extension,contain,string constraint
cross-tree constraints,contain,== operator
language extension,be,language level hierarchy
uvl,be,community-driven language
uvl,be,textual language
feature tree section,support,require relationship
uvl,contain,language level declaration
uvl,denotedby,cardinality keyword
uvl,waslaunchedin,2018
cross-tree constraints,contain,<= operator
arithmetic level,be,cp problem
boolean level,be,component arithmetic level
type level,contain,string-constraints
feature tree section,have,tree-like structure
major language level,encapsulate,language construct
uvl,denotedby,avgfunction
feature tree section,support,indentation
logic imply,denotedby,!
type level,support,configuration arbitrary integer value
uvl,have,david benavides
len function,evaluatesto,numeric value
predicate,contain,!= operator
feature tree section,denotedby,keyword
uvl,support,model transformation
aggregate function,contain,avg function
cross-tree constraints,denotedby,<
uvl,contain,cross-tree constraints
cross-tree constraints,contain,! operator
boolean level,be,type level
uvl,outcome,modevar initiative
uvl,have,base arithmetic level
major language level,contain,major uvl language level
aggregate function,contain,sum
language extension,define,additional construct
uvl,be,textual variability modeling language
arithmetic level,support,less than
cross-tree constraints,denotedby,==
type level,be,base arithmetic level
uvl,define,type level
uvl,support,tool integration
feature tree section,allow,decomposition manageable submodel
uvl,contain,namespace keyword
arithmetic level,support,division operator
type level,support,constraint
arithmetic level,support,cp solver
feature tree section,be,hierarchical order
feature tree section,define,hierarchical structure variability model
predicate,contain,< operator
cross-tree constraints,support,aggregate function
major language level,contain,language construct
arithmetic level,support,greater operator >
arithmetic level,support,great
boolean level,support,group cardinality
arithmetic level,contain,boolean minor level
feature,have,unique
boolean level,define,require relationship
arithmetic level,denotedby,!=
type level,support,ceil operation
uvl,denotedby,indentation
minor level,be,optional extension
type level,define,type core
language extension,contain,major level
boolean level,support,group
type level,support,floor function
uvl,be,open-source format
cross-tree constraints,contain,& operator
major language level,be,optional extension
arithmetic level,denotedby,<
uvl,have,javascript parser
arithmetic level,have,numeric feature attribute variable
uvl,be,context-free grammar
uvl,have,java parser
cross-tree constraints,support,arithmetic operation
uvl,support,conversion strategy
uvl,support,variability analysis
boolean level,have,group-cardinality minor level
boolean level,be,sit problem
cross-tree constraints,support,avg function
arithmetic level,support,multiplication operator *
arithmetic level,contain,constraint
uvl,support,tool interoperability
arithmetic level,support,arithmetic operation
uvl,have,human-readable format
uvl,denotedby,import keyword
arithmetic level,denotedby,==
major level,have,hierarchical order
boolean level,support,flamapy
feature tree section,consist,real feature
arithmetic level,support,avgfunction
uvl,be,human-readable language
cross-tree constraints,support,sum
boolean level,contain,! operator
uvl,have,namespace keyword
uvl,have,antlr4 grammar
cross-tree constraints,contain,- operator
uvl,denotedby,sumfunction
uvl,integrate,support uvls
uvl,author,rick rabiser
major language level,support,explicit declaration
numeric-constraints,support,floor function
group cardinality,be,minor level
type level,define,string feature
predicate,contain,>= operator
cross-tree constraints,support,propositional logic
cross-tree constraints,support,string equality
type level,contain,boolean minor level
type level,support,conversion arithmetic level
uvl,integrate,featureide
uvl,support,product configuration
arithmetic level,support,greater equal operator >=
uvl,ismaintainedby,consortium institution
uvl,denotedby,=> implication
mandatory relationship,denotedby,mandatory
uvl,contain,import mechanism
uvl,support,len function
type level,support,non-boolean feature domains
arithmetic level,be,convertible boolean level
arithmetic level,support,constraints numeric value
type level,define,real feature
boolean level,define,cross-tree constraints
cross-tree constraints,define,configuration validity
boolean level,support,nemo
boolean level,contain,& operator
type level,contain,constraint
arithmetic level,include,boolean minor level
uvl,support,software product line engineering
uvl,denotedby,namespace keyword
uvl,support,python implementation
boolean level,contain,feature attribute
type string-constraints,support,len function
type level,support,string constraint
feature tree section,be,structural component uvl model
arithmetic level,denotedby,/
major language level,support,conversion strategy
boolean level,support,propositional logic
uvl,be,pivot language
type level,support,non-boolean feature configuration
language extension,contain,numeric-constraints
arithmetic level,contain,arithmetic core
uvl,denotedby,curly bracket attribute
numeric constraint,define,ceil operation
boolean level,contain,group cardinality
uvl,have,launch year 2018
arithmetic level,contain,aggregate function
numeric constraint,define,floor function
feature tree section,denotedby,indentation
feature tree section,denotedby,nest
uvl,have,string constraint
uvl,support,ceil operation
aggregate function,denotedby,sum
type level,support,configuration arbitrary string value
language extension,support,conversion strategy
feature tree section,have,hierarchical arrangement
arithmetic level,support,equal operator
arithmetic level,be,major uvl language level
language extension,contain,group cardinality
type core,support,string feature
arithmetic level,contain,feature cardinality
arithmetic level,denotedby,*
cross-tree constraints,support,constraint
boolean level,contain,alternative relationship
language extension,denotedby,include
cross-tree constraints,be,apply import submodel
major language level,have,minor level
aggregate function,support,average operation
uvl,denotedby,&
uvl,denotedby,<=> equivalence
arithmetic level,be,major level
cross-tree constraints,reference,feature name identifier
arithmetic level,support,sumfunction
boolean level,support,ddueruem
arithmetic level,have,smt representation
feature tree section,represent,parent-child relationships
cross-tree constraints,contain,| operator
uvl,denotedby,exclamation mark mandatory
uvl,author,thomas thüm
group cardinality,denotedby,nm
uvl,denotedby,|
uvl,support,knowledge sharing
language extension,contain,string-constraints
cross-tree constraints,contain,!= operator
boolean level,be,pure::variant support level
cross-tree constraints,contain,function
uvl,use,antlr4 grammar
type level,contain,type feature
feature tree section,support,submodel composition
cross-tree constraints,support,ceil operation
boolean level,be,component type level
arithmetic level,support,numeric constant
cross-tree constraints,support,floor function
type level,support,string feature
uvl,have,require relationship
boolean level,be,base arithmetic level
arithmetic level,support,equality
cross-tree constraints,denotedby,!=
uvl,support,educational instruction
cross-tree constraints,impose,limitation feature
major language level,support,constraint
uvl,have,josé a. galindo
cross-tree constraints,support,namespace keyword
arithmetic level,support,subtraction operator
cross-tree constraints,contain,inclusion statement
uvl,have,chico sundermann
arithmetic level,denotedby,-
cross-tree constraints,denotedby,>
uvl,support,flamapy
cross-tree constraints,denotedby,<=>
feature tree section,be,feature diagram
feature,have,feature cardinality
cross-tree constraints,contain,< operator
cross-tree constraints,contain,<=> operator
cross-tree constraints,contain,> operator
type level,support,real feature
arithmetic level,contain,attribute aggregate
cross-tree constraints,be,structural component uvl model
uvl,have,major level
uvl,originatesfrom,modevar initiative
arithmetic level,denotedby,>=
string constraint,support,len function
type level,be,major level
cross-tree constraints,support,exclude relationship
feature cardinality,denotedby,cardinality keyword
boolean level,contain,boolean variable
feature tree section,contain,root feature
arithmetic level,support,arithmetic expression feature
uvl,support,avg function
uvl,have,real feature
cross-tree constraints,be,configuration validity
boolean level,contain,| operator
arithmetic level,support,division operator /
uvl,author,david benavides
alternative group,denotedby,alternative
type level,be,support uvls
uvl,denotedby,== equality
uvl,support,sum
aggregate function,define,avg function
boolean level,contain,boolean core
boolean level,support,automate reasoning
uvl,support,travart
feature tree section,contain,string feature
boolean level,have,indentation-based hierarchy
cross-tree constraints,denotedby,=>
major language level,support,type feature
aggregate function,define,sum
boolean level,contain,mandatory keyword
arithmetic level,denotedby,>
uvl,contain,feature attribute
feature cardinality,define,multiple feature selection
arithmetic level,support,smt solver
type level,define,float feature
cross-tree constraints,support,string constraint
language extension,contain,group-cardinality
arithmetic level,denotedby,arithmetic operation
arithmetic level,support,- operator
uvl,denotedby,include keyword
arithmetic level,denotedby,avg function
logic imply,denotedby,&
uvl,author,kevin feichtinger
boolean core,contain,group
uvl,have,rick rabiser
uvl,isdevelopedby,tu braunschweig
feature tree section,contain,real feature
string constraint,define,string equality
logic imply,denotedby,|
uvl,have,tu braunschweig
arithmetic level,denotedby,sum
type string-constraints,support,string equality
uvl,have,tree-like structure
major language level,have,hierarchical order
boolean level,contain,<=> operator
cross-tree constraints,contain,exclusion statement
uvl,have,python parser
major language level,have,major level
major language level,support,reasoning engine grouping
language extension,contain,boolean minor level
uvl,support,pure::variant support level
major language level,support,cardinality keyword
type level,contain,base arithmetic level
boolean level,support,cnf transformation
group,denotedby,or
type level,be,extension boolean level
cross-tree constraints,reference,boolean-attribute keys
language extension,contain,type level
arithmetic level,have,cp representation
feature tree section,support,feature attribute
cross-tree constraints,support,constraints numeric value
cross-tree constraints,support,require relationship
arithmetic level,support,inequality operator
type level,extend,boolean minor level
boolean level,contain,keyword
cross-tree constraints,denotedby,constraint
cross-tree constraints,contain,/ operator
cross-tree constraints,denotedby,!
type level,have,high hierarchy
feature tree section,require,root feature
feature tree section,support,group cardinality
arithmetic level,support,inequality operator !=
language extension,support,expressiveness enhancement
uvl,have,group cardinality
arithmetic level,support,== equality
uvl,contain,feature tree
boolean level,denotedby,boolean variable
cross-tree constraints,have,separate storage feature tree
arithmetic level,define,arithmetic core
type level,define,len function
feature tree section,support,alternative relationship
uvl,be,support uvls
cross-tree constraints,contain,=> operator
string constraint,define,len
cross-tree constraints,support,predicate
cross-tree constraints,contain,addition operator +
uvl,have,human-readable design
uvl,define,feature model
arithmetic level,support,greater equal
uvl,support,floor function
aggregate function,support,sum
language extension,encapsulate,relate language feature
arithmetic level,support,!= operator
cross-tree constraints,contain,propositional logic
uvl,isdevelopedby,university ulm
uvl,have,community-driven design
uvl,have,university ulm
uvl,have,thomas thüm
language extension,contain,minor level
cross-tree constraints,denotedby,>=
feature tree section,contain,group cardinality
uvl,be,community effort
uvl,support,language extension
arithmetic level,be,language level hierarchy
arithmetic level,define,arithmetic operation
arithmetic level,support,addition operator
feature tree section,denotedby,real feature
string constraint,support,string equality
cross-tree constraints,have,impact configuration space
arithmetic level,have,minor level
