Subject,Predicate,Object
cross tree constraint,be,inclusion statement
cross tree constraint,be,exclusion statement
cross tree constraint,be,arbitrary propositional formulae
cross tree constraint,include,require
cross tree constraint,include,exclude
cross tree constraint,impact,configuration space
cross tree constraint,satisfy,valid configuration
cross tree constraint,use,propositional logic operator
cross tree constraint,use operator,!
cross tree constraint,use operator,< = >
cross tree constraint,use,bracket
cross tree constraint,combine,boolean variable
cross tree constraint,combine,predicate
cross tree constraint,boolean variable refer,feature
cross tree constraint,boolean variable refer,boolean attribute key
cross tree constraint,specify dependency base,string numerical value
cross tree constraint,predicate use operator,= =
cross tree constraint,predicate connect,term
cross tree constraint,term include,variable reference
cross tree constraint,term include,constant
cross tree constraint,term include,function
cross tree constraint,term include,binary expression
cross tree constraint,function include,sum
cross tree constraint,function include,average
cross tree constraint,function include,length
cross tree constraint,binary expression include,*
cross tree constraint,import submodel,apply compose model
cross tree constraint,compose model,reference feature namespace
cross tree constraint,core language,limited propositional logic
cross tree constraint,core language,exclude constraint attribute
cross tree constraint,interact feature cardinality,contextual clone constraint
cross tree constraint,uvl core language limit,propositional logic
cross tree constraint,arithmetic level include,numeric constraints feature attribute
cross tree constraint,type level include,string comparison
cross tree constraint,compose model reference feature,alias
cross tree constraint,binary expression operator include,+
cross tree constraint,evaluate,true false
valid configuration,satisfy,attach cross tree constraint
propositional logic operator,include,!
propositional logic operator,include,&
propositional logic operator,include,= >
boolean variable,refer,feature name
boolean variable,refer,boolean attribute key
uvl core language constraint,exclude,constraint attribute
arithmetic level constraint,include,numeric constraints feature attribute
arithmetic level constraint,support,arithmetic operator
arithmetic operator,include,+
arithmetic operator,include,*
arithmetic operator,include,= =
arithmetic operator,include,<
arithmetic operator,include,> =
cross tree constraint,support,aggregate function
aggregate function,include,sum
aggregate function,include,average
type level constraint,include,string comparison
type level constraint,include,string length check
type level constraint,support,len function
compose model constraint,reference feature,namespace
compose model constraint,reference feature,alias
predicate,specify dependency base,string value
predicate,specify dependency base,numerical value
predicate,use,operator
predicate operator,include,= =
predicate operator,include,>
predicate operator,connect,term
term,include,variable reference
term,include,constant
term,include,function
term,include,binary expression
cross tree constraint,interact,feature cardinality
contextual clone constraint,create,feature cardinality interaction
contextual clone constraint,ensure,configurability clone
cross tree constraint clone feature,replace occurrence,clone feature
cross tree constraint,arithmetic level,support arithmetic operator
cross tree constraint,arithmetic level,support aggregate function
cross tree constraint,type level,include string length check
cross tree constraint,type level,support len function
cross tree constraint,involve,contextual clone constraint
boolean level,be,major language level
boolean level,be,base language level
boolean level,encode,sit problem
boolean level,represent,cnf instance
boolean level,encapsulate,specific language construct
boolean level,include,mandatory relationship
boolean level,include,alternative relationship
boolean level,include,feature tree
boolean level,include,cross tree constraint
boolean level cross tree constraint,limit,propositional logic
boolean level cross tree constraint,exclude,constraint attribute
boolean level attribute,store,feature information
boolean level attribute,influence,configuration validity
boolean level,minor level,group cardinality
boolean level minor level,be,optional extension
boolean level,automatically include,minor level
boolean level,support,featureide
boolean level,support,flamapy
boolean level,support,nemo
boolean level,support,ddueruem
boolean level,support,fm fact level
boolean level,support,pure::variant
boolean level,support,variability.dev
boolean level,fully include,arithmetic level
arithmetic level,be,major language level
arithmetic level,extend,boolean level
arithmetic level,directly represent,smt problem
arithmetic level,directly represent,cp problem
arithmetic level,require process,sat encode
arithmetic level,support operator,+
arithmetic level,support operator,*
arithmetic level,support operator,= =
arithmetic level,minor level,feature cardinality
arithmetic level,minor level,aggregate function
arithmetic level,extend,type level
arithmetic level,convert,boolean level
arithmetic level,include,wildcard
arithmetic level,encapsulate,language construct
aggregate function,include,avg
arithmetic level,include,arithmetic
arithmetic level,support,travart
arithmetic level,support,uvls
arithmetic level,support,v4rdiac
arithmetic level model,grow exponentially size,convert boolean level
arithmetic level,support,sum
arithmetic level,support,avg
type level,be,major language level
type level,extend,boolean level
type level,introduce,type feature
type level,introduce,integer feature
type level,introduce,float feature
type level,introduce,string feature
type level,allow feature,deselecte
type level,support,string comparison
type level,support,string length check
type level,support,len function
type level,support,equality check string
type level,minor level,string constraint
type level,be,expressive major language level
type level,have,high hierarchy
type level,convert,arithmetic level
type level,transform typed feature,boolean feature attribute
type level,drop string constraint,conversion
type level,support,travart
type level,support,uvls
type level,support,v4rdiac
