Subject,Predicate,Object
uvl language,maintain,uvlhub repository
uvl language,design goal include,simplicity
uvl language,design goal include,expressiveness
uvl language,design goal include,information hiding
uvl language,use,line break statement end
uvl language,structure,boolean major level
uvl language,structure,arithmetic major level
uvl language,structure,type major level
uvl language,support,cross tree constraint
uvl language,support,feature attribute
uvl language,include,import mechanism
uvl language,use,antlr parser generation
uvl language,use,line break statement ending
uvl language,allow,model decomposition
uvl language,include minor level,group cardinality
uvl language,include minor level,attribute aggregate
uvl language,include minor level,feature cardinality
uvl language,include minor level,type numeric constraint
uvl language,include minor level,type string constraint
uvl language,provide,conversion strategy level
uvl language,use,context free grammar specification
uvl language,allow,tool specific datum storage attribute
uvl language,use,identifier protect quotation mark ambiguity
uvl language,license,gnu less general public license
uvl language,feature minor level,group cardinality
uvl language,feature minor level,attribute aggregate
uvl language,feature minor level,feature cardinality
uvl language,feature minor level,type numeric constraint
uvl language,feature minor level,type string constraint
uvl language,integrate,ddueruem
uvl language,integrate,fm fact label
uvl language,integrate,v4rdiac
uvl language,model available,uvlhub repository
language extension,enhance,expressiveness
language extension,accommodate,diverse modeling need
language extension,encapsulate,language construct
language extension,extend,uvl core language
language extension,be,optional
language extension,know,language level
language extension,allow,tailor model specific use case
language extension,allow,tailor model tool limitation
language extension,enable,include keyword
language extension,group,reasoning engine
minor language level,be,optional extension major level
extension mechanism,add,sophisticated language property
extension mechanism,maintain,simple base language
extension mechanism,allow,arbitrary datum storage
extension mechanism,use,feature attribute tool specific datum
conversion strategy,translate,language extension
language extension,extend,core language
language extension,introduce,additional construct
language extension,enhance,uvl expressiveness
language extension,accommodate,diverse modelling need
uvl,allow,language extension
language level,be,uvl extension
language level,encapsulate,language construct
language level,extend,core uvl language
minor language level,be,optional extension
minor language level,provide,additional expressiveness
group cardinality,be,minor level boolean level
feature cardinality,be,minor level arithmetic level
aggregate function,be,minor level arithmetic level
string constraint,be,minor level type level
numeric constraint,be,minor level type level
include keyword,declare,support language extension
include keyword,enable,major level
include keyword,enable,minor level
include keyword,enable,minor level wildcard
minor level,include,respective major level
language level,group construct,reasoning engine
language extension,enable,tailor language specification
language extension,cover,sophisticated expression
language extension,preserve,simple core language
language level,represent,different feature type
language level,represent,vary relationship type
language extension,be,language level
language extension,preserve,core language simplicity
language extension,extend,core uvl language
minor language level,extend,major level
language extension,provide,expressive language feature
language extension,add,complex construct
language extension,allow,tailor language specification
feature tree,be,hierarchically arrange set feature
feature tree,know,feature diagram
feature tree,component,feature model
feature tree,consist,feature
feature tree,consist,group
feature tree,require,exactly root feature
feature,posses,unique name identifier
feature,can have,feature cardinality
feature,can have,attribute
feature,can have,arbitrary number group
group,can have,arbitrary number feature
feature tree,utilize,indentation represent relationship
feature tree,utilize,nest specify hierarchy
feature tree,support,optional group
feature tree,support,mandatory group
feature tree,support,group
feature tree,support,alternative group
feature tree,support,group cardinality
optional group,be part of,boolean level
mandatory group,be part of,boolean level
group,be part of,boolean level
alternative group,be part of,boolean level
group cardinality,be,boolean minor level extension
feature tree,represent,hierarchical structure variability model
feature tree,represent hierarchy,indentation
feature tree,represent hierarchy,nest
feature tree,contain,parent child relationship
feature tree,decompose,subpart
feature tree,utilize,keyword specify relationship
feature,main element,feature tree
group,main element,feature tree
feature,have,unique identifier
feature tree,specifie hierarchy,nest
feature tree,utilize,keyword specify parent child relationship
feature,require,unique identifier
import mechanism,support,composition feature tree
feature tree,use,keyword specify parent child relationship
feature tree,major,uvl model
feature tree,contain,feature unique name
feature tree,contain,feature feature cardinality
feature tree,contain,feature attribute
feature tree,contain,feature arbitrary number group
feature tree,contain,group arbitrary number feature
import mechanism,allow,composition feature tree
submodel,attach,arbitrary location feature tree
cross tree constraint,be,component feature model
cross tree constraint,represent,domain constraint
cross tree constraint,restrict,number valid configuration
cross tree constraint,consist,inclusion statement
cross tree constraint,consist,exclusion statement
cross tree constraint,consist,arbitrary propositional formulae
cross tree constraint,store,separately tree structure
cross tree constraint,mark,constraints keyword
cross tree constraint,use,propositional logic operator
cross tree constraint,support operator,!
cross tree constraint,support operator,&
cross tree constraint,support operator,|
cross tree constraint,support operator,= >
cross tree constraint,support operator,< = >
cross tree constraint,combine,boolean variable
cross tree constraint,combine,boolean constant
cross tree constraint,combine,predicate
boolean variable,refer,feature name
boolean variable,refer,boolean attribute key
predicate,specify dependency base,string value
predicate,specify dependency base,numerical value
predicate,use operator,= =
predicate,use operator,=
predicate,use operator,>
predicate,use operator,<
predicate,use operator,> =
predicate,use operator,< =
predicate,connect,term
term,include,reference variable
term,include,constant
term,include,function
term,include,binary expression
function constraint,include,sum
function constraint,include,avg
function constraint,include,len
function constraint,include,floor
function constraint,include,ceil
binary expression,support,+
binary expression,support,-
binary expression,support,*
binary expression,support,/
arithmetic level,introduce,numeric constraints feature attribute
type level,introduce,string constraint
type level,introduce,numeric operation
submodel constraint,apply,compose model
import feature,reference,namespace
feature attribute,contain,line constraint
require relationship,be,cross tree constraint
exclude relationship,be,cross tree constraint
cross tree constraint,component,feature model
cross tree constraint,major,uvl model
cross tree constraint,impose,limitation feature
valid configuration,satisfy,attach constraint
cross tree constraint,evaluate,boolean value
propositional operator,combine,boolean variable
propositional operator,combine,boolean constant
propositional operator,combine,predicate
predicate,specify,dependencie base string value
predicate,specify,dependencie base numerical value
arithmetic operation,include,+
arithmetic operation,include,-
arithmetic operation,include,*
arithmetic operation,include,/
require relationship,imply,inclusion feature
exclude relationship,denote,feature incompatibility
import submodel,apply constraint,compose model
attribute,contain,line constraint
cross tree constraint,handle,reasoning engine
import mechanism,apply submodel constraint,compose model
cross tree constraint,store,separately feature tree structure
aggregate function,include,sum
aggregate function,include,avg
string operation,include,len
numeric operation,include,floor
numeric operation,include,ceil
boolean level,be,core language uvl
boolean level,encapsulate,language construct
boolean level,reason,sit solver
boolean level,consist,boolean core
boolean level,minor level extension,group cardinality
boolean level,support,mandatory relationship
boolean level,support,optional relationship
boolean level,support,group
boolean level,support,alternative group
boolean level,support,propositional cross tree constraint
boolean level,include,arithmetic level
boolean level,include,type level
boolean level,limit constraint,propositional logic
boolean level,support operator,!
boolean level,support operator,&
boolean level,support operator,|
boolean level,support operator,= >
boolean level,support operator,< = >
core boolean level,allow attribute,store feature information
core boolean level,exclude,constraint attribute
boolean level,encode,sit instance
boolean level,be use by,featureide
boolean level,be use by,flamapy
boolean level,be use by,nemo
group cardinality,extend,boolean level
group cardinality,enable,select n m feature group
boolean level,be,major language level
boolean level,include,boolean core
boolean level,include,group cardinality
boolean level,group feature,reasoning engine
boolean level,support,optional group
boolean level,support,mandatory group
boolean level,exclude,constraint attribute
boolean level,be use by,ddueruem
boolean level,be use by,fm fact label
boolean level,be use by,pure::variant
boolean level,be use by,variability.dev
boolean level,encode,cnf
boolean level,fully include,arithmetic level
boolean level,extend,type level
boolean level,consist,group keyword
boolean level,consist,propositional cross tree constraint
boolean core,be,basic uvl language
boolean core,be,conversion target group cardinality
boolean level,parse,clojure base parser
boolean level,parse,python base parser
boolean level,consist,group cardinality
boolean level,include,group keyword
boolean level,include,propositional cross tree constraint
boolean level,use,sit solver backend
boolean core,be,level extension
boolean level,extend,arithmetic level
boolean level,low level,language hierarchy
arithmetic level,be,major language level
arithmetic level,fully include,boolean level
arithmetic level,extend,boolean level
arithmetic level,allow,term resolve boolean
arithmetic level,support operator,+
arithmetic level,support operator,-
arithmetic level,support operator,*
arithmetic level,support operator,/
arithmetic level,support operator,= =
arithmetic level,support operator,=
arithmetic level,support operator,<
arithmetic level,support operator,>
arithmetic level,support operator,< =
arithmetic level,support operator,> =
arithmetic level,minor level extension,feature cardinality
arithmetic level,minor level extension,aggregate function
arithmetic level,represent,smt problem
arithmetic level,represent,cp problem
arithmetic level,require,process sit encode
arithmetic level,include,type level
arithmetic level,be use by,travart
arithmetic level,support,uvls
arithmetic level,be use by,tool smt solver
arithmetic level,be use by,tool cp solver
arithmetic level,convert,core boolean level
arithmetic level,support,numeric constant
arithmetic level,support,numerical feature attribute
arithmetic level,target,type level conversion
arithmetic level,allow,minor level selection wildcard
arithmetic level,be part of,uvl
arithmetic level,support,travart
arithmetic level,encapsulate,arithmetic expression feature
arithmetic level,encapsulate,arithmetic expression attribute
arithmetic level,group construct,reasoning engine
arithmetic core,be part of,arithmetic level
arithmetic core,support,constraint feature attribute
arithmetic core,support,standard arithmetic operation
feature cardinality,enable,select feature multiple time
aggregate function,introduce,sum
aggregate function,introduce,avg
arithmetic level,encode,smt instance
arithmetic level,encode,cp instance
type level,convert,arithmetic level
arithmetic level,convert,boolean level
arithmetic core,convert,boolean core
feature cardinality,convert,arithmetic core
aggregate function,convert,arithmetic core
arithmetic level,support operator,- .
arithmetic level,support operator,* .
arithmetic level,support operator,/.
arithmetic level,minor level,feature cardinality
arithmetic level,minor level,aggregate function
arithmetic level,require process,sat encode
arithmetic level,allow wildcard,arithmetic
arithmetic level,include,arithmetic core
aggregate function,consider attribute value,select feature
aggregate function,take,numeric feature attribute input
aggregate function,can take,feature second parameter
feature cardinality,use syntax,min max
type level,be,major language level
type level,extend,boolean level
type level,extend,arithmetic level
type level,introduce,type feature
type level,support,string feature
type level,support,integer feature
type level,support,real feature
type level,include,type core
type level,minor level extension,type numeric constraint
type level,minor level extension,type string constraint
type numeric constraint,allow,floor
type numeric constraint,allow,ceil
type string constraint,allow,len
type string constraint,allow,string comparison
type level,represent,smt problem
type level,represent,cp problem
type level,convert,boolean level
string constraint,drop,conversion
type level,allow,explicit boolean domain specification
type level,use,boolean domain default
type level,support,travart
type level,support,uvls
type level,support,v4rdiac
type level,encapsulate,feature non boolean type
type level,be,major language level uvl
type level,introduce,integer feature
type level,introduce,float feature
type level,introduce,string feature
type level,introduce,real feature
type level,include minor level,string constraint
type level,include minor level,numeric constraint
type level,include core level,type core
type level,support,string length operation
type level,support,string comparison
type level,support,floor operation
type level,support,ceil operation
type level,transform feature,boolean feature attribute
type level,drop,string constraint conversion
type level,allow,configuration non boolean value
type level,encapsulate,construct specific reasoning engine
type level,occupie,high position language hierarchy
type level,encapsulate,language construct specific reasoning engine
type level,convert feature,boolean feature attribute
type level,allow,explicit set boolean domain
type level,enable,configuration non boolean value
type level,introduce,numeric feature
