Subject,Predicate,Object
uvl,contains,feature attribute
arithmetic level,supports,feature attribute
uvl,isdevelopedby,university ulm
boolean level,contains,feature attribute
cross-tree constraints,has,separate block tree structure
boolean level,supports,sat encode
arithmetic level,has,smt representation
uvl,authors,david benavides
feature tree,supports,feature attribute
feature,has,unique
type level,contains,type feature
numeric-constraints,supports,include type level
uvl,is,open-source format
cross-tree constraints,contains,inclusion statement
boolean level,contains,boolean core
feature tree,contains,integer feature
uvl,denotedby,avgfunction
cross-tree constraints,supports,sumfunction
language extension,supports,conversion strategy
relationship,denotedby,alternative
language extension,contains,aggregate function
arithmetic level,has,numeric constraints feature attribute
boolean level,contains,keyword
cross-tree constraints,supports,boolean constant
arithmetic level,supports,arithmetic
uvl,supports,featureide
logic imply,denotedby,|
cross-tree constraints,contains,& operator
cross-tree constraints,is,satisfied valid configuration
boolean core,contains,group
uvl,has,university ulm
cross-tree constraints,denotedby,==
boolean level,is,component arithmetic level
cross-tree constraints,contains,multiplication operator *
type level,supports,non-boolean feature configuration
feature tree,supports,submodel composition
logic imply,denotedby,=>
uvl,has,string constraint
uvl,defines,feature cardinality
uvl,denotedby,exclamation mark mandatory
arithmetic level,contains,boolean level
uvl,supports,sumfunction
feature tree,contains,float feature
feature tree,supports,model composition
uvl,has,community-driven design
cross-tree constraints,supports,len operation
uvl,denotedby,alternative keyword
cross-tree constraints,denotedby,|
cross-tree constraints,has,separate storage feature tree
boolean level,contains,alternative relationship
type level,defines,integer feature
cross-tree constraints,denotedby,&
feature tree,supports,alternative relationship
arithmetic level,supports,division operator /
type level,supports,string constraint
cross-tree constraints,contains,=> operator
type level,contains,real feature
aggregate function,contains,sum operation
boolean level,contains,& operator
feature tree,supports,parent-child relationships
type level,supports,conversion strategy boolean level
type level,defines,ceil function
cross-tree constraints,denotedby,=>
cross-tree constraints,has,boolean level
arithmetic level,supports,numeric constraints feature attribute
uvl,has,tree-like structure
uvl,originatesfrom,modevar initiative
uvl,supports,travart
arithmetic level,supports,multiplication operator *
uvl,supports,automate analysis
uvl,has,karlsruhe institute technology
boolean core,supports,propositional logic constraint
cross-tree constraints,supports,reference submodel namespace
import declaration,denotedby,import
feature tree,has,tree-like structure
uvl,has,cardinality keyword
type level,supports,integer feature
uvl,denotedby,cardinality keyword
group,denotedby,or
uvl,denotedby,|
predicate,contains,!= operator
arithmetic level,supports,multiplication operator
type level,supports,ceil function
boolean level,defines,require relationship
cross-tree constraints,is,separate feature tree uvl
uvl,denotedby,&
aggregate function,is,minor language level
uvl,defines,feature model
boolean level,is,major level
arithmetic level,contains,aggregate function
uvl,supports,avg
language level,has,hierarchical order
type level,has,type feature
uvl,has,boolean level
cross-tree constraints,supports,| operator
uvl,contains,namespace referencing
type level,supports,float feature
language level,extend,major uvl language level
uvl,supports,feature model
uvl,has,javascript parser
cross-tree constraints,supports,multi-model references
feature tree,supports,composition
language extension,contains,aggregate-function
arithmetic level,extend,boolean level
boolean level,supports,alternative group
numeric-constraints,supports,floor operation
language level,supports,reasoning engine grouping
uvl,supports,uvl
parent-child relationship,denotedby,indentation hierarchy
logic imply,denotedby,<=>
boolean level,is,variability.dev
type level,supports,non-boolean feature domains
feature tree,contains,exactly root feature
uvl,contains,include type level
cross-tree constraints,supports,floor operation
boolean level,supports,cnf transformation
aggregate function,defines,avg
boolean level,contains,boolean constant
type level,contains,string constraint
cross-tree constraints,reference,feature name
language extension,supports,expressiveness enhancement
uvl,supports,knowledge sharing
language extension,contains,group cardinality
cross-tree constraints,denotedby,<=
cross-tree constraints,denotedby,<=>
boolean level,supports,cnf encoding
arithmetic level,denotedby,sum operation
feature tree,supports,feature cardinality
cross-tree constraints,has,impact configuration space
major level,has,hierarchical order
boolean level,supports,automate reasoning
uvl,has,aggregate function
relationship,denotedby,or
cross-tree constraints,supports,>= operator
cross-tree constraints,supports,require relationship
uvl,integrated,featureide
arithmetic level,is,smt problem
string constraint,supports,string equality check
uvl,supports,educational instruction
uvl,has,arithmetic
len function,evaluatesto,numeric value
uvl,supports,floor operation
type level,supports,configuration arbitrary integer value
arithmetic level,defines,arithmetic
feature tree,denotedby,nest
boolean level,contains,optional keyword
arithmetic level,denotedby,>
cross-tree constraints,contains,/ operator
uvl,denotedby,lenfunction
language level declaration,denotedby,include
cross-tree constraints,contains,exclusion statement
cross-tree constraints,supports,attribute constraint
cross-tree constraints,supports,< operator
arithmetic level,supports,numeric constraint
boolean level,is,sit problem
cross-tree constraints,contains,| operator
type level,has,conversion strategy
language level,has,minor level
cross-tree constraints,contains,propositional formula
arithmetic level,denotedby,/
arithmetic level,is,cp problem
boolean core,contains,mandatory feature
arithmetic level,supports,great operator
arithmetic level,denotedby,-
type level,contains,string-constraints
uvl,has,chico sundermann
uvl,supports,javascript implementation
cross-tree constraints,contains,!= operator
string constraint,supports,len operation
uvl,isdevelopedby,johannes kepler university linz
arithmetic level,supports,sum operation
uvl,authors,rick rabiser
cross-tree constraints,denotedby,!=
type level,is,support uvlparser
uvl,integrated,travart
arithmetic level,has,minor level
language extension,contains,major level
arithmetic level,is,language level hierarchy
type level,supports,smt representation
arithmetic level,supports,/ operator
boolean level,is,type level basis
uvl,has,python parser
predicate,contains,equality operator ==
cross-tree constraints,supports,! operator
cross-tree constraints,denotedby,constraints keyword
boolean level,contains,| operator
boolean level,supported,ddueruem
uvl,is,pivot language
group cardinality,denotedby,nm
uvl,authors,thomas thüm
uvl,has,david benavides
language extension,contains,arithmetic
cross-tree constraints,supports,string constraint
namespace,denotedby,namespace referencing
feature tree,contains,group cardinality
cross-tree constraints,denotedby,<
arithmetic level,supports,!= operator
feature tree,consists,real feature
language level,supports,type feature
uvl,is,community-driven language
uvl,supports,python implementation
aggregate function,contains,avg
feature tree,supports,indentation hierarchy
uvl,isdevelopedby,karlsruhe institute technology
aggregate function,is,minor level
cross-tree constraints,supports,equality operator ==
arithmetic level,denotedby,>=
uvl,denotedby,constraints keyword
uvl,supports,product configuration
cross-tree constraints,supports,ceil function
feature tree,is,feature diagram
feature attribute,denotedby,brace
uvl,integrated,uvl
cross-tree constraints,is,major uvl model
uvl,has,human-readable format
cross-tree constraints,contains,< operator
type level,extend,boolean level
cross-tree constraints,supports,avg
predicate,contains,<= operator
boolean level,supports,optional
uvl,has,java parser
language level,contains,boolean level
uvl,supports,decompose model
uvl,supports,extension mechanism
boolean level,is,flamapy support level
type level,denotedby,type
language extension,permit,additional construct
uvl,has,group cardinality
type level,supports,string equality check
type level,supports,aggregate function numerical feature
boolean level,supports,sit solver
arithmetic level,supports,equality
uvl,has,launch year 2018
uvl,supports,ceil function
language extension,contains,numeric-constraints
cross-tree constraints,contains,- operator
type string-constraints,supports,string equality check
arithmetic level,supports,float constant
cross-tree constraints,contains,<=> operator
type level,defines,float feature
language level,supports,explicit declaration
arithmetic level,has,conversion strategy boolean level
cross-tree constraints,supports,> operator
string constraint,defines,string equality check
uvl,has,optional relationship
type level,supports,string feature
arithmetic level,denotedby,==
feature,has,feature attribute
arithmetic level,supports,constraint programming reasoning
feature tree,supports,decomposition
uvl,contains,include section
language level,supports,conversion strategy
uvl,integrated,pure::variant support level
arithmetic level,supports,- operator
predicate,contains,>= operator
type level,extend,arithmetic
boolean level,contains,<=> operator
boolean level,supports,mandatory feature
cross-tree constraints,contains,equality operator ==
type string-constraints,supports,len operation
arithmetic level,contains,attribute aggregate
feature tree,requires,exactly root feature
arithmetic level,supports,sumfunction
boolean level,contains,! operator
arithmetic level,supports,less than
arithmetic level,denotedby,avg
uvl,is,pivot language diverse software engineering tool
language level,contains,arithmetic
uvl,denotedby,include keyword
language extension,contains,include type level
type level,supports,numeric constraint
boolean core,contains,optional
boolean level,supported,fm fact level
cross-tree constraints,supports,aggregate function
uvl,has,feature attribute
uvl,authors,josé a. galindo
minor level,is,optional extension
feature tree,defines,hierarchical structure variability model
feature tree,contains,alternative relationship
string constraint,defines,len operation
numeric constraint,defines,floor operation
uvl,has,major level
cross-tree constraints,contains,binary expression
arithmetic level,supports,inequality operator !=
cross-tree constraints,supports,arithmetic
feature tree,contains,real feature
language extension,contains,feature cardinality
predicate,contains,< operator
mandatory relationship,denotedby,mandatory
feature tree,has,unique feature identifier
cross-tree constraints,contains,+ operator
mandatory relationship,denotedby,optional
uvl,supports,software product line engineering
aggregate function,denotedby,sum operation
arithmetic level,supports,numeric constant
arithmetic level,supports,equality operator ==
arithmetic level,is,major uvl language level
language extension,denotedby,include
boolean level,is,pure::variant support level
uvl,authors,kevin feichtinger
uvl,supports,feature modeling standardization
uvl,is,textual language
uvl,supports,import mechanism
arithmetic level,supports,cp solver
arithmetic level,defines,arithmetic core
type level,is,uvl
uvl,denotedby,indentation hierarchy
cross-tree constraints,contains,<= operator
arithmetic level,supports,avg
arithmetic level,is,boolean level
numeric-constraints,is,minor level
cross-tree constraints,supports,& operator
group cardinality,is,minor language level
arithmetic level,supports,+ operator
uvl,uses,antlr4 grammar
feature tree,has,exactly root feature
uvl,has,alternative relationship
uvl,supports,submodel composition
cross-tree constraints,supports,numeric constraints feature attribute
cross-tree constraints,defines,satisfied valid configuration
boolean level,supports,variability.dev
arithmetic level,has,cp representation
boolean level,defines,cross-tree constraints
arithmetic level,supports,great
feature cardinality,is,minor language level
type level,contains,float feature
arithmetic level,supports,equal operator
boolean level,contains,group cardinality minor level
aggregate function,supports,average operation
uvl,has,real feature
language extension,is,minor language level
feature cardinality,denotedby,cardinality keyword
type level,contains,boolean level
uvl,has,antlr4 grammar
language level,supports,numeric constraint
arithmetic level,supports,greater equal
language level,contains,language construct
arithmetic level,denotedby,arithmetic
uvl,supports,tool integration
feature tree,is,hierarchical set feature
arithmetic level,supports,<= operator
cross-tree constraints,supports,=> operator
type level,supports,real feature
aggregate function,supports,sum operation
arithmetic level,supports,addition operator
uvl,has,human-readable design
uvl,denotedby,== symbol
uvl,has,rick rabiser
boolean level,defines,optional relationship
arithmetic level,is,major level
arithmetic level,supports,smt solver
arithmetic level,denotedby,<=
arithmetic level,contains,feature cardinality
arithmetic level,supports,less operator
numeric-constraints,is,minor language level
cross-tree constraints,contains,>= operator
cross-tree constraints,imposes,limitation feature
feature tree,contains,string feature
uvl,denotedby,<=> symbol
